NumeroDocumento;DataDocumento;Oggetto;LinkDocumento;Dipartimento;DirezioneGenerale;Unita'OrganizzativaDirigenziale
372;13/06/2018;Presa d'atto delle Deliberazioni del 31 gennaio 2018 (prot. 25781) e del 05 marzo 2018 (prot. 58349) del Commissario ad acta - Ottemperanza Sentenza n.3233/2015 Tribunale di Napoli e proposta al Consiglio Regionale del Disegno di legge per il riconoscimento della legittimita' di debito fuori bilancio.;http://trasparenza.regione.campania.it/PD20180007089_006773779.pdf;50;11;0
372;13/06/2018;Presa d'atto delle Deliberazioni del 31 gennaio 2018 (prot. 25781) e del 05 marzo 2018 (prot. 58349) del Commissario ad acta - Ottemperanza Sentenza n.3233/2015 Tribunale di Napoli e proposta al Consiglio Regionale del Disegno di legge per il riconoscimento della legittimita' di debito fuori bilancio.;http://trasparenza.regione.campania.it/PD20180007089_006773780.pdf;50;11;0
372;13/06/2018;Presa d'atto delle Deliberazioni del 31 gennaio 2018 (prot. 25781) e del 05 marzo 2018 (prot. 58349) del Commissario ad acta - Ottemperanza Sentenza n.3233/2015 Tribunale di Napoli e proposta al Consiglio Regionale del Disegno di legge per il riconoscimento della legittimita' di debito fuori bilancio.;http://trasparenza.regione.campania.it/PD20180007089_006773781.pdf;50;11;0
372;13/06/2018;Presa d'atto delle Deliberazioni del 31 gennaio 2018 (prot. 25781) e del 05 marzo 2018 (prot. 58349) del Commissario ad acta - Ottemperanza Sentenza n.3233/2015 Tribunale di Napoli e proposta al Consiglio Regionale del Disegno di legge per il riconoscimento della legittimita' di debito fuori bilancio.;http://trasparenza.regione.campania.it/TRASP_DG20180000372ver13.pdf;50;11;0
374;15/06/2018;Proposta al Consiglio Regionale di disegno di legge per il riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 15.868,20.;http://trasparenza.regione.campania.it/PD20180012526_006773788.pdf;50;17;3
374;15/06/2018;Proposta al Consiglio Regionale di disegno di legge per il riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 15.868,20.;http://trasparenza.regione.campania.it/PD20180012526_006773789.pdf;50;17;3
374;15/06/2018;Proposta al Consiglio Regionale di disegno di legge per il riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 15.868,20.;http://trasparenza.regione.campania.it/PD20180012526_006773790.pdf;50;17;3
374;15/06/2018;Proposta al Consiglio Regionale di disegno di legge per il riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 15.868,20.;http://trasparenza.regione.campania.it/PD20180012526_006773795.pdf;50;17;3
374;15/06/2018;Proposta al Consiglio Regionale di disegno di legge per il riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 15.868,20.;http://trasparenza.regione.campania.it/PD20180012526_006773796.pdf;50;17;3
374;15/06/2018;Proposta al Consiglio Regionale di disegno di legge per il riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 15.868,20.;http://trasparenza.regione.campania.it/PD20180012526_006773797.pdf;50;17;3
374;15/06/2018;Proposta al Consiglio Regionale di disegno di legge per il riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 15.868,20.;http://trasparenza.regione.campania.it/PD20180012526_006773798.pdf;50;17;3
374;15/06/2018;Proposta al Consiglio Regionale di disegno di legge per il riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 15.868,20.;http://trasparenza.regione.campania.it/PD20180012526_006773799.pdf;50;17;3
374;15/06/2018;Proposta al Consiglio Regionale di disegno di legge per il riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 15.868,20.;http://trasparenza.regione.campania.it/PD20180012526_006774022.pdf;50;17;3
374;15/06/2018;Proposta al Consiglio Regionale di disegno di legge per il riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 15.868,20.;http://trasparenza.regione.campania.it/TRASP_DG20180000374ver03.pdf;50;17;3
391;19/06/2018;POR Campania FESR 2014-2020 Asse 1 - OT 1 - Bando supporto allo sviluppo di spinoff e startup innovative e Interventi per la lotta alle patologie oncologiche - Istituzione capitolo e dotazione finanziaria ai sensi dell'art. 51, comma 2, lettera a) del D.lgs 118/2011.;http://trasparenza.regione.campania.it/PD20180012359_006778302.pdf;50;10;0
391;19/06/2018;POR Campania FESR 2014-2020 Asse 1 - OT 1 - Bando supporto allo sviluppo di spinoff e startup innovative e Interventi per la lotta alle patologie oncologiche - Istituzione capitolo e dotazione finanziaria ai sensi dell'art. 51, comma 2, lettera a) del D.lgs 118/2011.;http://trasparenza.regione.campania.it/PD20180012359_006778303.pdf;50;10;0
391;19/06/2018;POR Campania FESR 2014-2020 Asse 1 - OT 1 - Bando supporto allo sviluppo di spinoff e startup innovative e Interventi per la lotta alle patologie oncologiche - Istituzione capitolo e dotazione finanziaria ai sensi dell'art. 51, comma 2, lettera a) del D.lgs 118/2011.;http://trasparenza.regione.campania.it/TRASP_DG20180000391ver03.pdf;50;10;0
392;19/06/2018;Iscrizione in termini di competenza e di cassa, ai sensi dell'art. 51, comma 2, lett. a), del D.lgs. n. 118/2011, della somma di euro  621.107,00 - DG per la Difesa del Suolo e l'Ecosistema.;http://trasparenza.regione.campania.it/PD20180009309_006786494.pdf;50;6;4
392;19/06/2018;Iscrizione in termini di competenza e di cassa, ai sensi dell'art. 51, comma 2, lett. a), del D.lgs. n. 118/2011, della somma di euro  621.107,00 - DG per la Difesa del Suolo e l'Ecosistema.;http://trasparenza.regione.campania.it/TRASP_DG20180000392ver09.pdf;50;6;4
393;19/06/2018;D.G.R. n. 11 del 16 Gennaio 2018 - Bilancio Gestionale 2018 - Istituzione nuovo capitolo di spesa. Variazione al bilancio gestionale per l'esercizio finanziario 2018 ai sensi dell'art. 51 del D.Lgs. 118/2011. Legge Regionale n. 2 del 12 febbraio 2018.;http://burc.regione.campania.it/eBurcWeb/directServlet?DOCUMENT_ID=115071&ATTACH_ID=171950;50;5;0
393;19/06/2018;D.G.R. n. 11 del 16 Gennaio 2018 - Bilancio Gestionale 2018 - Istituzione nuovo capitolo di spesa. Variazione al bilancio gestionale per l'esercizio finanziario 2018 ai sensi dell'art. 51 del D.Lgs. 118/2011. Legge Regionale n. 2 del 12 febbraio 2018.;http://burc.regione.campania.it/eBurcWeb/directServlet?DOCUMENT_ID=115071&ATTACH_ID=171951;50;5;0
393;19/06/2018;D.G.R. n. 11 del 16 Gennaio 2018 - Bilancio Gestionale 2018 - Istituzione nuovo capitolo di spesa. Variazione al bilancio gestionale per l'esercizio finanziario 2018 ai sensi dell'art. 51 del D.Lgs. 118/2011. Legge Regionale n. 2 del 12 febbraio 2018.;http://burc.regione.campania.it/eBurcWeb/directServlet?DOCUMENT_ID=115071&ATTACH_ID=171952;50;5;0
394;19/06/2018;D.G.R. n. 11 del 16 Gennaio 2018. Iscrizione di risorse vincolate derivanti da assegnazioni vincolate a scopi specifici, nonche' iscrizione delle relative spese. Variazione al bilancio gestionale per l'esercizio finanziario 2018 ai sensi dell'art. 51, comma 2 del D.Lgs. 118/2011.;http://burc.regione.campania.it/eBurcWeb/directServlet?DOCUMENT_ID=115070&ATTACH_ID=171948;50;5;0
394;19/06/2018;D.G.R. n. 11 del 16 Gennaio 2018. Iscrizione di risorse vincolate derivanti da assegnazioni vincolate a scopi specifici, nonche' iscrizione delle relative spese. Variazione al bilancio gestionale per l'esercizio finanziario 2018 ai sensi dell'art. 51, comma 2 del D.Lgs. 118/2011.;http://burc.regione.campania.it/eBurcWeb/directServlet?DOCUMENT_ID=115070&ATTACH_ID=171949;50;5;0
397;20/06/2018;POR FESR 2014-2020 -  ASSE 2 - OBIETTIVO SPECIFICO 2.2 - PROGRAMMAZIONE INTERVENTO: ""RIQUALIFICAZIONE E CONSOLIDAMENTO DELL'INFRASTRUTTURA IT DELLA REGIONE CAMPANIA E APPLICAZIONE DELLA COMUNICAZIONE UNIFICATA TRA VOCE, DATI E INSTANT MESSAGING"".  ISTITUZIONE CAPITOLO DI SPESA.;http://trasparenza.regione.campania.it/PD20180013029_006780090.pdf;50;10;92
397;20/06/2018;POR FESR 2014-2020 -  ASSE 2 - OBIETTIVO SPECIFICO 2.2 - PROGRAMMAZIONE INTERVENTO: ""RIQUALIFICAZIONE E CONSOLIDAMENTO DELL'INFRASTRUTTURA IT DELLA REGIONE CAMPANIA E APPLICAZIONE DELLA COMUNICAZIONE UNIFICATA TRA VOCE, DATI E INSTANT MESSAGING"".  ISTITUZIONE CAPITOLO DI SPESA.;http://trasparenza.regione.campania.it/PD20180013029_006780091.pdf;50;10;92
397;20/06/2018;POR FESR 2014-2020 -  ASSE 2 - OBIETTIVO SPECIFICO 2.2 - PROGRAMMAZIONE INTERVENTO: ""RIQUALIFICAZIONE E CONSOLIDAMENTO DELL'INFRASTRUTTURA IT DELLA REGIONE CAMPANIA E APPLICAZIONE DELLA COMUNICAZIONE UNIFICATA TRA VOCE, DATI E INSTANT MESSAGING"".  ISTITUZIONE CAPITOLO DI SPESA.;http://trasparenza.regione.campania.it/PD20180013029_006780092.pdf;50;10;92
397;20/06/2018;POR FESR 2014-2020 -  ASSE 2 - OBIETTIVO SPECIFICO 2.2 - PROGRAMMAZIONE INTERVENTO: ""RIQUALIFICAZIONE E CONSOLIDAMENTO DELL'INFRASTRUTTURA IT DELLA REGIONE CAMPANIA E APPLICAZIONE DELLA COMUNICAZIONE UNIFICATA TRA VOCE, DATI E INSTANT MESSAGING"".  ISTITUZIONE CAPITOLO DI SPESA.;http://trasparenza.regione.campania.it/TRASP_DG20180000397ver03.pdf;50;10;92
408;27/06/2018;""Programma degli interventi di mitigazione del rischio idraulico di interesse regionale afferenti il bacino idrografico del fiume Sarno"" ex D.G.R. n. 144 del 13.3.2018. Variazione compensativa per l'esercizio finanziario 2018 del bilancio gestionale 2018/2020;http://trasparenza.regione.campania.it/PD20180013440_006787864.pdf;60;6;2
408;27/06/2018;""Programma degli interventi di mitigazione del rischio idraulico di interesse regionale afferenti il bacino idrografico del fiume Sarno"" ex D.G.R. n. 144 del 13.3.2018. Variazione compensativa per l'esercizio finanziario 2018 del bilancio gestionale 2018/2020;http://trasparenza.regione.campania.it/PD20180013440_006787865.pdf;60;6;2
408;27/06/2018;""Programma degli interventi di mitigazione del rischio idraulico di interesse regionale afferenti il bacino idrografico del fiume Sarno"" ex D.G.R. n. 144 del 13.3.2018. Variazione compensativa per l'esercizio finanziario 2018 del bilancio gestionale 2018/2020;http://trasparenza.regione.campania.it/TRASP_DG20180000408ver03.pdf;60;6;2
409;27/06/2018;POR Campania FSE 2014-2020. Istituzione capitolo di spesa ed iscrizione in bilancio, ai sensi dell'art. 51, comma 2, lett. a) del D.Lgs n. 118/2011.;http://trasparenza.regione.campania.it/PD20180012111_006798994.pdf;50;1;1
409;27/06/2018;POR Campania FSE 2014-2020. Istituzione capitolo di spesa ed iscrizione in bilancio, ai sensi dell'art. 51, comma 2, lett. a) del D.Lgs n. 118/2011.;http://trasparenza.regione.campania.it/PD20180012111_006798995.pdf;50;1;1
409;27/06/2018;POR Campania FSE 2014-2020. Istituzione capitolo di spesa ed iscrizione in bilancio, ai sensi dell'art. 51, comma 2, lett. a) del D.Lgs n. 118/2011.;http://trasparenza.regione.campania.it/TRASP_DG20180000409ver12.pdf;50;1;1
410;27/06/2018;Finanziamento 2018/2020 dell'A.R.P.A.C. - Agenzia Regionale Protezione Ambientale Campania - Determinazioni;http://trasparenza.regione.campania.it/PD20180013595_006787902.pdf;50;4;11
410;27/06/2018;Finanziamento 2018/2020 dell'A.R.P.A.C. - Agenzia Regionale Protezione Ambientale Campania - Determinazioni;http://trasparenza.regione.campania.it/TRASP_DG20180000410ver03.pdf;50;4;11
411;27/06/2018;Piano strategico Cultura e Beni Culturali - Programmazione 2018. Integrazione alle DD.GG.RR. 653 del 18/10/2017 e 285 del 15/05/2018.;http://burc.regione.campania.it/eBurcWeb/directServlet?DOCUMENT_ID=115234&ATTACH_ID=172204;50;12;2
411;27/06/2018;Piano strategico Cultura e Beni Culturali - Programmazione 2018. Integrazione alle DD.GG.RR. 653 del 18/10/2017 e 285 del 15/05/2018.;http://burc.regione.campania.it/eBurcWeb/directServlet?DOCUMENT_ID=115234&ATTACH_ID=172205;50;12;2
413;27/06/2018;Deliberazione di Giunta regionale n. 734/2016: ""Fondo regionale per i lavoratori delle aziende del trasporto pubblico locale. Programmazione risorse"". Istituzione capitolo di spesa e acquisizione risorse FSC 2014-2020 nel bilancio regionale.;http://trasparenza.regione.campania.it/PD20180013656_006790081.pdf;50;2;92
413;27/06/2018;Deliberazione di Giunta regionale n. 734/2016: ""Fondo regionale per i lavoratori delle aziende del trasporto pubblico locale. Programmazione risorse"". Istituzione capitolo di spesa e acquisizione risorse FSC 2014-2020 nel bilancio regionale.;http://trasparenza.regione.campania.it/PD20180013656_006790082.pdf;50;2;92
413;27/06/2018;Deliberazione di Giunta regionale n. 734/2016: ""Fondo regionale per i lavoratori delle aziende del trasporto pubblico locale. Programmazione risorse"". Istituzione capitolo di spesa e acquisizione risorse FSC 2014-2020 nel bilancio regionale.;http://trasparenza.regione.campania.it/TRASP_DG20180000413ver03.pdf;50;2;92
414;27/06/2018;Variazione compensativa al Bilancio di Previsione 2018/2020 per l'esercizio finanziario 2018 tra i capitoli di spesa U01876 (in diminuzione) e i capitoli di spesa 1878 e 1879 (in aumento) del Programma 9 della Missione 9.;http://trasparenza.regione.campania.it/PD20180012723_006796053.pdf;50;6;0
414;27/06/2018;Variazione compensativa al Bilancio di Previsione 2018/2020 per l'esercizio finanziario 2018 tra i capitoli di spesa U01876 (in diminuzione) e i capitoli di spesa 1878 e 1879 (in aumento) del Programma 9 della Missione 9.;http://trasparenza.regione.campania.it/TRASP_DG20180000414ver11.pdf;50;6;0
415;27/06/2018;DGR 374 del 12/06/2018 - integrazioni - Proposta al Consiglio Regionale di riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a ), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 16.089,46 - Approvazione DDLR.;http://trasparenza.regione.campania.it/PD20180013543_006787564.pdf;50;17;3
415;27/06/2018;DGR 374 del 12/06/2018 - integrazioni - Proposta al Consiglio Regionale di riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a ), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 16.089,46 - Approvazione DDLR.;http://trasparenza.regione.campania.it/PD20180013543_006787565.pdf;50;17;3
415;27/06/2018;DGR 374 del 12/06/2018 - integrazioni - Proposta al Consiglio Regionale di riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a ), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 16.089,46 - Approvazione DDLR.;http://trasparenza.regione.campania.it/PD20180013543_006787566.pdf;50;17;3
415;27/06/2018;DGR 374 del 12/06/2018 - integrazioni - Proposta al Consiglio Regionale di riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a ), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 16.089,46 - Approvazione DDLR.;http://trasparenza.regione.campania.it/PD20180013543_006787567.pdf;50;17;3
415;27/06/2018;DGR 374 del 12/06/2018 - integrazioni - Proposta al Consiglio Regionale di riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a ), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 16.089,46 - Approvazione DDLR.;http://trasparenza.regione.campania.it/PD20180013543_006787568.pdf;50;17;3
415;27/06/2018;DGR 374 del 12/06/2018 - integrazioni - Proposta al Consiglio Regionale di riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a ), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 16.089,46 - Approvazione DDLR.;http://trasparenza.regione.campania.it/PD20180013543_006787569.pdf;50;17;3
415;27/06/2018;DGR 374 del 12/06/2018 - integrazioni - Proposta al Consiglio Regionale di riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a ), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 16.089,46 - Approvazione DDLR.;http://trasparenza.regione.campania.it/PD20180013543_006787570.pdf;50;17;3
415;27/06/2018;DGR 374 del 12/06/2018 - integrazioni - Proposta al Consiglio Regionale di riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a ), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 16.089,46 - Approvazione DDLR.;http://trasparenza.regione.campania.it/PD20180013543_006787571.pdf;50;17;3
415;27/06/2018;DGR 374 del 12/06/2018 - integrazioni - Proposta al Consiglio Regionale di riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a ), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 16.089,46 - Approvazione DDLR.;http://trasparenza.regione.campania.it/PD20180013543_006787572.pdf;50;17;3
415;27/06/2018;DGR 374 del 12/06/2018 - integrazioni - Proposta al Consiglio Regionale di riconoscimento della legittimita' di debiti fuori bilancio, ai sensi dell'art. 73, comma 1, lett. a ), del D.Lgs. 23/06/2011 n. 118 ss.mm.ii., per complessivi euro 16.089,46 - Approvazione DDLR.;http://trasparenza.regione.campania.it/TRASP_DG20180000415ver03.pdf;50;17;3
416;27/06/2018;POC CAMPANIA 2014-2020. PROGRAMMA DI EVENTI PER LA PROMOZIONE TURISTICA DELLA CAMPANIA. PERIODO ""GIUGNO 2018 - GIUGNO 2019"" - ISCRIZIONE RISORSE.;http://trasparenza.regione.campania.it/PD20180013530_006787512.pdf;50;12;5
416;27/06/2018;POC CAMPANIA 2014-2020. PROGRAMMA DI EVENTI PER LA PROMOZIONE TURISTICA DELLA CAMPANIA. PERIODO ""GIUGNO 2018 - GIUGNO 2019"" - ISCRIZIONE RISORSE.;http://trasparenza.regione.campania.it/TRASP_DG20180000416ver03.pdf;50;12;5
430;03/07/2018;POR Campania FSE 2014-2020. Iscrizione in bilancio, ai sensi dell'art. 11, comma 4, lett. a) del Regolamento di Contabilita' regionale n. 5 del 07.06.2018.;http://trasparenza.regione.campania.it/PD20180010494_006795723.pdf;50;1;1
430;03/07/2018;POR Campania FSE 2014-2020. Iscrizione in bilancio, ai sensi dell'art. 11, comma 4, lett. a) del Regolamento di Contabilita' regionale n. 5 del 07.06.2018.;http://trasparenza.regione.campania.it/TRASP_DG20180000430ver03.pdf;50;1;1
431;03/07/2018;Acquisizione nel bilancio regionale per l'esercizio 2018 di risorse POC 2014-2020, ai sensi dell'art. 51 comma 2 del D.Lgs 118/2011.;http://trasparenza.regione.campania.it/PD20180011878_006795728.pdf;50;9;0
431;03/07/2018;Acquisizione nel bilancio regionale per l'esercizio 2018 di risorse POC 2014-2020, ai sensi dell'art. 51 comma 2 del D.Lgs 118/2011.;http://trasparenza.regione.campania.it/TRASP_DG20180000431ver03.pdf;50;9;0
432;03/07/2018;DGR n. 100 del 20.02.2018. Adempimenti: Realizzazione di interventi a valere sulla quota del Fondo di Sviluppo e Coesione 2014-2020. Istituzione capitolo ed iscrizione in termini di competenza e di cassa nell'ambito della Missione 10 Programma 06 del Bilancio regionale 2018-2020. Adempimenti.;http://trasparenza.regione.campania.it/PD20180013961_006795743.pdf;50;8;3
432;03/07/2018;DGR n. 100 del 20.02.2018. Adempimenti: Realizzazione di interventi a valere sulla quota del Fondo di Sviluppo e Coesione 2014-2020. Istituzione capitolo ed iscrizione in termini di competenza e di cassa nell'ambito della Missione 10 Programma 06 del Bilancio regionale 2018-2020. Adempimenti.;http://trasparenza.regione.campania.it/PD20180013961_006795744.pdf;50;8;3
432;03/07/2018;DGR n. 100 del 20.02.2018. Adempimenti: Realizzazione di interventi a valere sulla quota del Fondo di Sviluppo e Coesione 2014-2020. Istituzione capitolo ed iscrizione in termini di competenza e di cassa nell'ambito della Missione 10 Programma 06 del Bilancio regionale 2018-2020. Adempimenti.;http://trasparenza.regione.campania.it/TRASP_DG20180000432ver03.pdf;50;8;3
433;03/07/2018;PRESA D'ATTO DELLA DELIBERAZIONE N. 2 DEL 19 APRILE 2018 DEL COMMISSARIO AD ACTA E PROPOSTA AL CONSIGLIO REGIONALE DEL DISEGNO DI LEGGE PER IL RICONOSCIMENTO DELLA LEGITTIMITA' DI DEBITO FUORI BILANCIO.;http://trasparenza.regione.campania.it/PD20180010357_006795755.pdf;50;9;0
433;03/07/2018;PRESA D'ATTO DELLA DELIBERAZIONE N. 2 DEL 19 APRILE 2018 DEL COMMISSARIO AD ACTA E PROPOSTA AL CONSIGLIO REGIONALE DEL DISEGNO DI LEGGE PER IL RICONOSCIMENTO DELLA LEGITTIMITA' DI DEBITO FUORI BILANCIO.;http://trasparenza.regione.campania.it/PD20180010357_006795756.pdf;50;9;0
433;03/07/2018;PRESA D'ATTO DELLA DELIBERAZIONE N. 2 DEL 19 APRILE 2018 DEL COMMISSARIO AD ACTA E PROPOSTA AL CONSIGLIO REGIONALE DEL DISEGNO DI LEGGE PER IL RICONOSCIMENTO DELLA LEGITTIMITA' DI DEBITO FUORI BILANCIO.;http://trasparenza.regione.campania.it/PD20180010357_006795757.pdf;50;9;0
433;03/07/2018;PRESA D'ATTO DELLA DELIBERAZIONE N. 2 DEL 19 APRILE 2018 DEL COMMISSARIO AD ACTA E PROPOSTA AL CONSIGLIO REGIONALE DEL DISEGNO DI LEGGE PER IL RICONOSCIMENTO DELLA LEGITTIMITA' DI DEBITO FUORI BILANCIO.;http://trasparenza.regione.campania.it/PD20180010357_006795758.pdf;50;9;0
433;03/07/2018;PRESA D'ATTO DELLA DELIBERAZIONE N. 2 DEL 19 APRILE 2018 DEL COMMISSARIO AD ACTA E PROPOSTA AL CONSIGLIO REGIONALE DEL DISEGNO DI LEGGE PER IL RICONOSCIMENTO DELLA LEGITTIMITA' DI DEBITO FUORI BILANCIO.;http://trasparenza.regione.campania.it/PD20180010357_006795759.pdf;50;9;0
433;03/07/2018;PRESA D'ATTO DELLA DELIBERAZIONE N. 2 DEL 19 APRILE 2018 DEL COMMISSARIO AD ACTA E PROPOSTA AL CONSIGLIO REGIONALE DEL DISEGNO DI LEGGE PER IL RICONOSCIMENTO DELLA LEGITTIMITA' DI DEBITO FUORI BILANCIO.;http://trasparenza.regione.campania.it/PD20180010357_006795761.pdf;50;9;0
433;03/07/2018;PRESA D'ATTO DELLA DELIBERAZIONE N. 2 DEL 19 APRILE 2018 DEL COMMISSARIO AD ACTA E PROPOSTA AL CONSIGLIO REGIONALE DEL DISEGNO DI LEGGE PER IL RICONOSCIMENTO DELLA LEGITTIMITA' DI DEBITO FUORI BILANCIO.;http://trasparenza.regione.campania.it/PD20180010357_006795763.pdf;50;9;0
433;03/07/2018;PRESA D'ATTO DELLA DELIBERAZIONE N. 2 DEL 19 APRILE 2018 DEL COMMISSARIO AD ACTA E PROPOSTA AL CONSIGLIO REGIONALE DEL DISEGNO DI LEGGE PER IL RICONOSCIMENTO DELLA LEGITTIMITA' DI DEBITO FUORI BILANCIO.;http://trasparenza.regione.campania.it/PD20180010357_006795765.pdf;50;9;0
433;03/07/2018;PRESA D'ATTO DELLA DELIBERAZIONE N. 2 DEL 19 APRILE 2018 DEL COMMISSARIO AD ACTA E PROPOSTA AL CONSIGLIO REGIONALE DEL DISEGNO DI LEGGE PER IL RICONOSCIMENTO DELLA LEGITTIMITA' DI DEBITO FUORI BILANCIO.;http://trasparenza.regione.campania.it/TRASP_DG20180000433ver03.pdf;50;9;0
434;03/07/2018;Proposta di disegno di legge al Consiglio Regionale per il riconoscimento dei debiti fuori bilancio ai sensi dell'art 73, c. 1, lett. a), del decreto legislativo 23 giugno 2011, n. 118. Importo complessivo euro 28.024,93.;http://trasparenza.regione.campania.it/PD20180011745_006795781.pdf;50;7;4
434;03/07/2018;Proposta di disegno di legge al Consiglio Regionale per il riconoscimento dei debiti fuori bilancio ai sensi dell'art 73, c. 1, lett. a), del decreto legislativo 23 giugno 2011, n. 118. Importo complessivo euro 28.024,93.;http://trasparenza.regione.campania.it/PD20180011745_006795784.pdf;50;7;4
434;03/07/2018;Proposta di disegno di legge al Consiglio Regionale per il riconoscimento dei debiti fuori bilancio ai sensi dell'art 73, c. 1, lett. a), del decreto legislativo 23 giugno 2011, n. 118. Importo complessivo euro 28.024,93.;http://trasparenza.regione.campania.it/PD20180011745_006795785.pdf;50;7;4
434;03/07/2018;Proposta di disegno di legge al Consiglio Regionale per il riconoscimento dei debiti fuori bilancio ai sensi dell'art 73, c. 1, lett. a), del decreto legislativo 23 giugno 2011, n. 118. Importo complessivo euro 28.024,93.;http://trasparenza.regione.campania.it/PD20180011745_006795787.pdf;50;7;4
434;03/07/2018;Proposta di disegno di legge al Consiglio Regionale per il riconoscimento dei debiti fuori bilancio ai sensi dell'art 73, c. 1, lett. a), del decreto legislativo 23 giugno 2011, n. 118. Importo complessivo euro 28.024,93.;http://trasparenza.regione.campania.it/PD20180011745_006795789.pdf;50;7;4
434;03/07/2018;Proposta di disegno di legge al Consiglio Regionale per il riconoscimento dei debiti fuori bilancio ai sensi dell'art 73, c. 1, lett. a), del decreto legislativo 23 giugno 2011, n. 118. Importo complessivo euro 28.024,93.;http://trasparenza.regione.campania.it/PD20180011745_006795790.pdf;50;7;4
434;03/07/2018;Proposta di disegno di legge al Consiglio Regionale per il riconoscimento dei debiti fuori bilancio ai sensi dell'art 73, c. 1, lett. a), del decreto legislativo 23 giugno 2011, n. 118. Importo complessivo euro 28.024,93.;http://trasparenza.regione.campania.it/PD20180011745_006795791.pdf;50;7;4
434;03/07/2018;Proposta di disegno di legge al Consiglio Regionale per il riconoscimento dei debiti fuori bilancio ai sensi dell'art 73, c. 1, lett. a), del decreto legislativo 23 giugno 2011, n. 118. Importo complessivo euro 28.024,93.;http://trasparenza.regione.campania.it/PD20180011745_006795792.pdf;50;7;4
434;03/07/2018;Proposta di disegno di legge al Consiglio Regionale per il riconoscimento dei debiti fuori bilancio ai sensi dell'art 73, c. 1, lett. a), del decreto legislativo 23 giugno 2011, n. 118. Importo complessivo euro 28.024,93.;http://trasparenza.regione.campania.it/PD20180011745_006795793.pdf;50;7;4
434;03/07/2018;Proposta di disegno di legge al Consiglio Regionale per il riconoscimento dei debiti fuori bilancio ai sensi dell'art 73, c. 1, lett. a), del decreto legislativo 23 giugno 2011, n. 118. Importo complessivo euro 28.024,93.;http://trasparenza.regione.campania.it/PD20180011745_006795794.pdf;50;7;4
